VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description 
qeKX-N1nKiM,106,115,400189,unverified,33,Serbian,Žena sipa vodu i brašno u šerpu.
qeKX-N1nKiM,106,115,767031,unverified,28,Serbian,Žena meša sastojke za pripremu hrane.
qeKX-N1nKiM,106,115,181723,unverified,32,Tamil,ஒருவர் நீரையும் மாவையும் பாத்திரத்தில் கொட்டி கலக்குகிறார்
qeKX-N1nKiM,106,115,950427,unverified,101,Tamil,பெண் மாவை ஒரு கிண்னத்தில் போட்டு கலக்குகிறாள்.
qeKX-N1nKiM,106,115,115242,unverified,215,Italian,preparazione del tempura
ACOmKiJDkA4,121,128,588702,unverified,80,Slovene,Ženska popraži koščke mesa v ponvi.
ACOmKiJDkA4,121,128,588702,unverified,31,Slovene,Ženska popraži meso v ponvi.
ACOmKiJDkA4,121,128,362812,unverified,15,Macedonian,Рецепт за јадење со месо
ACOmKiJDkA4,121,128,968828,unverified,35,German,Jemand brät Fleischstücke in einem Wok.
ACOmKiJDkA4,121,128,203142,unverified,17,Romanian,o femeie prajeste carne intr-o tigaie.
ACOmKiJDkA4,121,128,984231,unverified,28,Romanian,O femeie prajeste carne intr-o tigaie.
ACOmKiJDkA4,121,128,116080,unverified,28,Romanian,Un bucatar prapara ceva la tigaie.
ACOmKiJDkA4,121,128,130914,unverified,13,Georgian,ადამიანი ამზადებს საჭმელს
ACOmKiJDkA4,121,128,767031,unverified,25,Serbian,Osoba prži meso u tiganju.
ACOmKiJDkA4,121,128,649244,unverified,19,Serbian,Čovek priprema ručak
ACOmKiJDkA4,121,128,180998,unverified,21,French,Une femme fait cuire de la viande.
ACOmKiJDkA4,121,128,197912,unverified,64,Gujarati,મિશ્રણને તવા પર મૂકીને શેકવામાં આવે છે
ACOmKiJDkA4,121,128,280252,unverified,40,Gujarati,Yakati mas sheke che.
ACOmKiJDkA4,121,128,161492,unverified,29,Hindi,कड़ी में गोश
ACOmKiJDkA4,121,128,818922,unverified,55,Hindi,एक औरत कुछ बना रही है.
ACOmKiJDkA4,121,128,339861,unverified,46,Hindi,एक शक्स कुछ पकवान बना रहा है.
ACOmKiJDkA4,121,128,797651,unverified,60,Hindi,गोश थल रहा हे
ACOmKiJDkA4,121,128,429648,unverified,31,Spanish,Unos palillos revuelven carne en una sartén
ACOmKiJDkA4,121,128,682611,clean,69,English,A woman is stir frying pieces of meat using chopsticks.
ACOmKiJDkA4,121,128,760882,clean,13,English,A person is cooking beef.
ACOmKiJDkA4,121,128,707318,clean,16,English,A person is cooking beef on a skillet.
ACOmKiJDkA4,121,128,159786,clean,115,English,A woman sautes some beef.
ACOmKiJDkA4,121,128,922727,clean,37,English,Meat is being cooked.
ACOmKiJDkA4,121,128,275759,clean,30,English,A woman is frying something in the pan.
ACOmKiJDkA4,121,128,373663,clean,40,English,A woman is frying some meat.
ACOmKiJDkA4,121,128,155632,clean,38,English,Someone is cooking meat in a pan.
ACOmKiJDkA4,121,128,169605,clean,14,English,A woman is frying meet.
ACOmKiJDkA4,121,128,617730,clean,18,English,A woman is cooking meat in a pan.
ACOmKiJDkA4,121,128,309959,clean,21,English,The lady cooked the meat in a pan.
ACOmKiJDkA4,121,128,762891,clean,16,English,The woman is cooking meat in the pan.
ACOmKiJDkA4,121,128,615204,clean,29,English,Thin slices of meat are cooked in a pan.
ACOmKiJDkA4,121,128,807872,clean,16,English,A woman puts some meat into a bowl.
ACOmKiJDkA4,121,128,553931,clean,17,English,The lady cooked the fish in a pan.
ACOmKiJDkA4,121,128,416765,unverified,59,English,A man cooking Onigiri.
ACOmKiJDkA4,121,128,394339,unverified,123,English,A person making food
ACOmKiJDkA4,121,128,750723,unverified,109,English,anyone is making dish
ACOmKiJDkA4,121,128,171815,unverified,43,English,making of rice dish
ACOmKiJDkA4,121,128,741585,unverified,20,English,Someone is cooking meat in a pan.
ACOmKiJDkA4,121,128,154335,unverified,285,English,the lady make the food with her dog
ACOmKiJDkA4,121,128,221999,unverified,35,English,the woman is cooking
ACOmKiJDkA4,121,128,266771,unverified,140,English,The women is frying some ingredients
ACOmKiJDkA4,121,128,562835,unverified,24,English,A Japanese woman fries beef in a pan.
ACOmKiJDkA4,121,128,130040,unverified,7,English,a man cooking his kichen
ACOmKiJDkA4,121,128,617730,unverified,21,English,A man is stir frying meat in a pan.
ACOmKiJDkA4,121,128,869926,unverified,25,English,A person is cooking meat in a pan on the stove using chopsticks.
ACOmKiJDkA4,121,128,373663,unverified,26,English,A woman is cooking some meat.
ACOmKiJDkA4,121,128,365096,unverified,45,English,how to make onigiri
ACOmKiJDkA4,121,128,169072,unverified,51,English,Somebody is cooking.
ACOmKiJDkA4,121,128,554590,unverified,32,English,Someone fries shredded meat in a skillet.
ACOmKiJDkA4,121,128,919506,unverified,43,English,the person is cooking the something
ACOmKiJDkA4,121,128,762891,unverified,14,English,The woman is browning meat.
ACOmKiJDkA4,121,128,497691,unverified,29,English,A BOY IS FRYING SOME MEATS.
ACOmKiJDkA4,121,128,965612,unverified,631,English,the person is cooking
ACOmKiJDkA4,121,128,675312,unverified,49,Russian,Кто-то обжаривает кусочки мяса на сковороде.
ACOmKiJDkA4,121,128,733696,unverified,185,Tamil,ஒருவர் இறைச்சியை வாணலியில் போட்டு புரட்டிக்கொண்டு இருக்கிறார்.
ACOmKiJDkA4,121,128,950427,unverified,43,Tamil,பெண் சமைத்து  கொண்டு இருக்கிறாள்.
ACOmKiJDkA4,121,128,115242,unverified,26,Italian,la preparazione di un piatto giapponese
zMg9dChF97A,12,38,649387,unverified,33,Portuguese,Um homem corta uma batata em cubinhos.
zMg9dChF97A,12,38,332822,unverified,54,Indonesian,seni memasak salad kentang
zMg9dChF97A,12,38,588702,unverified,69,Slovene,Moški z nožem razreže krompir na koščke.
zMg9dChF97A,12,38,588702,unverified,79,Slovene,Moški z nožem nareže krompir.
zMg9dChF97A,12,38,553067,unverified,49,Dutch,Man snijdt aardappel in stukjes.
zMg9dChF97A,12,38,553067,unverified,53,Dutch,Man snijdt aardappel in kleine stukjes.
zMg9dChF97A,12,38,408475,unverified,27,Dutch,Een kok maakt een aardappelsalade en snijdt een aardappel in partjes.
zMg9dChF97A,12,38,968828,unverified,54,German,Ein Mann schneidet eine Kartoffel in kleine Stücke.
zMg9dChF97A,12,38,589431,unverified,35,Serbian,Čovek seče krompir.
zMg9dChF97A,12,38,828520,unverified,82,Macedonian,Ovoj covek tuka pravi salata od kompir
zMg9dChF97A,12,38,818922,unverified,78,Hindi,एक आदमे आलू काट  रहा है.
zMg9dChF97A,12,38,550906,clean,37,English,A potato is being cut on a cutting board.
zMg9dChF97A,12,38,164462,clean,59,English,A man cubing potatoes.
zMg9dChF97A,12,38,297776,clean,49,English,A man cuts and dices a potato.
zMg9dChF97A,12,38,807872,clean,42,English,A man cuts up potatos.
zMg9dChF97A,12,38,772960,clean,75,English,A man dices a peeled potato using a knife.
zMg9dChF97A,12,38,135621,clean,183,English,A man is cutting a potato into pieces with a knife.
zMg9dChF97A,12,38,155632,clean,20,English,A man is cutting a potato.
zMg9dChF97A,12,38,159786,clean,638,English,A man is cutting a potato.
zMg9dChF97A,12,38,825347,clean,13,English,A man is cutting potatoes into small cubes.
zMg9dChF97A,12,38,280252,clean,91,English,A man is slicing a potato into pieces.
zMg9dChF97A,12,38,374994,clean,36,English,A man is slicing a potato with a knife.
zMg9dChF97A,12,38,435773,clean,35,English,A man is slicing a potato.
zMg9dChF97A,12,38,275759,clean,25,English,A man is slicing potato.
zMg9dChF97A,12,38,760882,clean,41,English,A man slices a potato.
zMg9dChF97A,12,38,922727,clean,40,English,A potato is being chopped.
zMg9dChF97A,12,38,215924,clean,34,English,A potato is cut.
zMg9dChF97A,12,38,309959,clean,22,English,The chef cut the potatoe.
zMg9dChF97A,12,38,553931,clean,32,English,The chef cut up a potatoe.
zMg9dChF97A,12,38,762891,clean,43,English,The man is slicing a potato into cubes.
zMg9dChF97A,12,38,132982,unverified,64,English,A Man is slicing some Patotos.
zMg9dChF97A,12,38,108687,unverified,24,English,A man is cooking.
zMg9dChF97A,12,38,833861,unverified,57,English,The cheff is cutting the vegetables
zMg9dChF97A,12,38,965612,unverified,58,English,the person cutting to the potato
zMg9dChF97A,12,38,347757,unverified,19,English,A video about potato salad.
zMg9dChF97A,12,38,266771,unverified,41,English,A man is slicing the potato
zMg9dChF97A,12,38,807741,unverified,203,English,the man is teaching how to make   Potato salad.
zMg9dChF97A,12,38,707318,unverified,18,English,A man cuts a potato.
zMg9dChF97A,12,38,318570,unverified,163,English,a man is explaining his recipes.
zMg9dChF97A,12,38,829808,unverified,64,English,a man is cutting potato
zMg9dChF97A,12,38,371782,unverified,163,English,A cup full of potato salad is placed in the table.
zMg9dChF97A,12,38,418656,unverified,57,English,A man is giving demo for making potato salad.
zMg9dChF97A,12,38,257511,unverified,46,English,A man is slicing a potato into chunks.
zMg9dChF97A,12,38,741585,unverified,18,English,A man is cutting up a potatoe.
zMg9dChF97A,12,38,281652,unverified,35,English,A man is cutting a potato in to pieces.
zMg9dChF97A,12,38,157374,unverified,14,English,A man carefully cuts potatoes into bite-sized pieces.
zMg9dChF97A,12,38,599728,unverified,45,English,A man is cutting a slices of potato
zMg9dChF97A,12,38,503851,unverified,20,English,A man is slicing a potato.
zMg9dChF97A,12,38,373663,unverified,54,English,A chef is cutting a potato.
zMg9dChF97A,12,38,120123,unverified,62,English,A chef named Dave that shows how to prepare potato salad.
zMg9dChF97A,12,38,919506,unverified,70,English,they are showing how to do potato salad.
zMg9dChF97A,12,38,705358,unverified,108,English,a chef making salad of potato.
zMg9dChF97A,12,38,169072,unverified,56,English,A man is slicing vegetables.
zMg9dChF97A,12,38,467982,unverified,70,English,A short clip about making a tastier potato salad
zMg9dChF97A,12,38,394339,unverified,93,English,A man cutting a potato for salad.
zMg9dChF97A,12,38,268378,unverified,33,English,A man is chopping up potatoes for potato salad.
zMg9dChF97A,12,38,974128,unverified,136,English,A guy is preparing the potato salad.
zMg9dChF97A,12,38,334439,unverified,49,English,A man is showing how to make a salad
zMg9dChF97A,12,38,130040,unverified,44,English,a man cooking his kichen
zMg9dChF97A,12,38,563213,unverified,10,English,PROCESS FOR CUTTING THE POTATOS
zMg9dChF97A,12,38,977945,unverified,228,English,Potato salad
zMg9dChF97A,12,38,963466,unverified,34,English,A man is making potato salad.
zMg9dChF97A,12,38,990853,unverified,87,English,the man is preparing potato salad
zMg9dChF97A,12,38,633378,unverified,69,English,A man is slicing a potato.
zMg9dChF97A,12,38,638934,unverified,15,English,A man is chopping a potato.
zMg9dChF97A,12,38,242261,unverified,23,Russian,Человек режет картофель
zMg9dChF97A,12,38,675312,unverified,47,Russian,Мужчина режет картофель кубиками.
zMg9dChF97A,12,38,733696,unverified,56,Tamil,ஒருவர் உருளைகிழங்கை துண்டுகளாக நறுக்கிக்கொண்டு இருக்கிறார்.
zMg9dChF97A,12,38,849872,unverified,48,Tamil,சமயற்கலை வல்லுநர் உருளைக்கிழங்கை வெட்டுகிறார்
zMg9dChF97A,12,38,865031,unverified,26,Malayalam,ഒരാള്‍ കത്തി കൊണ്ട് ഉരുളകിഴങ്ങ്  മുറിക്കുന്നു
_yUiusXxfWI,150,165,588702,unverified,304,Slovene,Nekdo piha da zaneti netivo.
_yUiusXxfWI,150,165,588702,unverified,49,Slovene,Moški s pihanjem zaneti netivo.
_yUiusXxfWI,150,165,968828,unverified,71,German,Ein Knäuel Jute fängt Feuer.
_yUiusXxfWI,150,165,388403,unverified,150,German,Ein Mann macht Feuer.
_yUiusXxfWI,150,165,203142,unverified,21,Romanian,cineva incearca sa faca focul.
_yUiusXxfWI,150,165,553067,unverified,416,Dutch,Iemand steekt bolletje touw in brand.
_yUiusXxfWI,150,165,197912,unverified,145,Gujarati,દોરી તવામાં ગરમ કરી એટલે બળી ગઈ
_yUiusXxfWI,150,165,280252,unverified,37,Gujarati,yakati gasne fuk mari sadagave che.
_yUiusXxfWI,150,165,834247,unverified,103,Spanish,Un hombre intenta encender fuego a una cuerda
_yUiusXxfWI,150,165,280252,unverified,19,Hindi,एक अदामी सुतरको फुक मारके जला रहा है.
_yUiusXxfWI,150,165,818922,unverified,168,Hindi,एक शक्स रस्से से  कुछ बना कर देखा  रहा है.
_yUiusXxfWI,150,165,652099,unverified,86,Tagalog,Pinapaapoy ng isang tao ang isang maliit na bungkos ng damo.
_yUiusXxfWI,150,165,550906,clean,48,English,Jute wine is being cooked in a wok.
_yUiusXxfWI,150,165,922727,clean,29,English,A fire is being started.
_yUiusXxfWI,150,165,772960,clean,795,English,"A man holding a bundle of jute fibers from which smoke is emanating, is blowing air into it till it catches fire and then drops it in a wide vessel."
_yUiusXxfWI,150,165,257003,clean,175,English,A man is lighting fire to a bundle of string in a pan.
_yUiusXxfWI,150,165,435773,clean,57,English,A man is starting a fire with twine.
_yUiusXxfWI,150,165,275759,clean,38,English,A man is trying to fire some ropes.
_yUiusXxfWI,150,165,297776,clean,58,English,A person blows on a wad of smoking twine until it bursts into flames.
_yUiusXxfWI,150,165,825347,clean,20,English,A person is starting a fire with a bundle of twine.
_yUiusXxfWI,150,165,374994,clean,25,English,A person is trying to start a fire with twine.
_yUiusXxfWI,150,165,760882,clean,59,English,A person makes fire.
_yUiusXxfWI,150,165,295615,clean,59,English,An individual sets something on fire and drops it into a pot.
_yUiusXxfWI,150,165,309959,clean,23,English,Someone blew a fire into the starter material.
_yUiusXxfWI,150,165,553931,clean,33,English,Someone blew a flame into some straw.
_yUiusXxfWI,150,165,155632,clean,58,English,Someone is lighting a bundle of string on fire.
_yUiusXxfWI,150,165,762891,clean,46,English,The person is starting a fire.
_yUiusXxfWI,150,165,625932,clean,53,English,Twine is being burned in a grill.
_yUiusXxfWI,150,165,371782,unverified,167,English,A man cooking jute twine tinder bundle recipe.
_yUiusXxfWI,150,165,919506,unverified,140,English,a man is trying to put fire
_yUiusXxfWI,150,165,334439,unverified,62,English,A man make fire by jute tinder
_yUiusXxfWI,150,165,394339,unverified,394,English,a man trying to light fire with some jute threads
_yUiusXxfWI,150,165,705358,unverified,484,English,a man trying to make fire in jute twine
_yUiusXxfWI,150,165,309415,unverified,39,English,A person burns twine in a wok.
_yUiusXxfWI,150,165,977945,unverified,189,English,Bushcraft - Jute Twine Tinder Bundle
_yUiusXxfWI,150,165,741585,unverified,42,English,Someone blows on a bunch of string until it catches fire.
_yUiusXxfWI,150,165,418656,unverified,377,English,The jute gets fired while preparing Jute Twine Tinder Bundle.
_yUiusXxfWI,150,165,130040,unverified,31,English,a girl cooking her kichen
_yUiusXxfWI,150,165,346578,unverified,38,English,A man is blowing on some twine to start a fire.
_yUiusXxfWI,150,165,502429,unverified,51,English,A man is burning a rope.
_yUiusXxfWI,150,165,169072,unverified,93,English,A man is burning something.
_yUiusXxfWI,150,165,963466,unverified,109,English,A man is egniting fire in jute.
_yUiusXxfWI,150,165,675312,unverified,116,English,A man is starting a fire using jute twine.
_yUiusXxfWI,150,165,813710,unverified,72,English,A man is starting a fire with some twine.
_yUiusXxfWI,150,165,373663,unverified,271,English,A man is starting a fire.
_yUiusXxfWI,150,165,169605,unverified,26,English,A man is starting a fire.
_yUiusXxfWI,150,165,799001,unverified,26,English,A man is starting a fire.
_yUiusXxfWI,150,165,589738,unverified,31,English,A man is using twine to start a fire.
_yUiusXxfWI,150,165,467982,unverified,183,English,A man trying to light fire on a jute bundle.
_yUiusXxfWI,150,165,707318,unverified,23,English,A person creates fire.
_yUiusXxfWI,150,165,157374,unverified,51,English,A person is burning twine in a large bowl.
_yUiusXxfWI,150,165,927299,unverified,59,English,A person is burning twine.
_yUiusXxfWI,150,165,281652,unverified,26,English,A person is creating fire from a rope.
_yUiusXxfWI,150,165,403763,unverified,261,English,A person is lighting a fire.
_yUiusXxfWI,150,165,257511,unverified,49,English,A person is lighting tinder to start a fire.
_yUiusXxfWI,150,165,617730,unverified,43,English,A person is lighting twine on fire.
_yUiusXxfWI,150,165,637661,unverified,22,English,how to use a jute twine
_yUiusXxfWI,150,165,132126,unverified,93,English,Preparing handicraft out of jute fiber.
_yUiusXxfWI,150,165,682611,unverified,102,English,Someone is burning a ball of twine outdoors in a wok.
_yUiusXxfWI,150,165,585381,unverified,109,English,Someone is burning twine in a large pan outside.
_yUiusXxfWI,150,165,334786,unverified,38,English,Someone making fire.
_yUiusXxfWI,150,165,833861,unverified,33,English,The person is cooking
_yUiusXxfWI,150,165,965612,unverified,55,English,the person is making fire with thread
_yUiusXxfWI,150,165,497691,unverified,39,English,A WOMAN IS COKING SOMETHING.
_yUiusXxfWI,150,165,599728,unverified,88,English,FIRE IS BEEN BURNED WITH THE HELP OF FIRE
_yUiusXxfWI,150,165,208357,unverified,74,English,THE MAN IS  BURNING THE TWINELE BUNDLE
_yUiusXxfWI,150,165,242261,unverified,50,Russian,Человек раздувает комок веревки
_yUiusXxfWI,150,165,242058,unverified,40,Polish,Mężczyzna rozpala ogień
FH8vgAp4VDU,10,14,649387,unverified,51,Portuguese,Um homem está descendo escadas.
FH8vgAp4VDU,10,14,588702,unverified,50,Slovene,Moški se spušča po stopnicah.
FH8vgAp4VDU,10,14,588702,unverified,36,Slovene,Moški se spušča po stopnicah.
FH8vgAp4VDU,10,14,702553,unverified,29,Chinese,一个男人走下楼梯。
FH8vgAp4VDU,10,14,968828,unverified,41,German,Ein Mann geht eine Treppe hinunter.
FH8vgAp4VDU,10,14,553067,unverified,21,Dutch,Jongeman loopt langzaam een trap af.
FH8vgAp4VDU,10,14,280252,unverified,83,Hindi,एक आदमी सीडीसे नीचे आ रहा है.
FH8vgAp4VDU,10,14,615202,unverified,56,Hindi,एक लड़का सिदियोऊ से उतर रहही
FH8vgAp4VDU,10,14,818922,unverified,86,Hindi,एक आदमी सिदयो से नीचे जा रह है.
FH8vgAp4VDU,10,14,257003,clean,593,English,A man is getting down a staircase.
FH8vgAp4VDU,10,14,135621,clean,125,English,A man is walking down a flight of stairs.
FH8vgAp4VDU,10,14,435773,clean,20,English,A man is walking down the stairs.
FH8vgAp4VDU,10,14,922727,clean,37,English,A man is walking down stairs.
FH8vgAp4VDU,10,14,275759,clean,89,English,A man is climbing down a stair case.
FH8vgAp4VDU,10,14,825347,clean,14,English,A man is walking down some stairs.
FH8vgAp4VDU,10,14,374994,clean,117,English,A man is walking downstairs in a dimly lit brick building.
FH8vgAp4VDU,10,14,297776,clean,32,English,A man walks down the stairs.
FH8vgAp4VDU,10,14,155632,clean,122,English,A man is walking down some stairs.
FH8vgAp4VDU,10,14,772960,clean,99,English,A man facing his back is walking down a stairway of a brick building.
FH8vgAp4VDU,10,14,550906,clean,26,English,A man walking down the stairs.
FH8vgAp4VDU,10,14,309959,clean,16,English,A boy walked down the stairs.
FH8vgAp4VDU,10,14,295615,clean,43,English,A man walks down a staircase.
FH8vgAp4VDU,10,14,762891,clean,33,English,The man is walking down the stairs.
FH8vgAp4VDU,10,14,215924,clean,47,English,A boy drunkenly walks down the stairs.
FH8vgAp4VDU,10,14,625932,clean,41,English,A man is walking down the stairs.
FH8vgAp4VDU,10,14,553931,clean,19,English,The man walked down the stairs.
FH8vgAp4VDU,10,14,371782,unverified,92,English,A guy is looking down the ground.
FH8vgAp4VDU,10,14,705358,unverified,865,English,a man come down from stairs
FH8vgAp4VDU,10,14,134458,unverified,56,English,A man is climbing down the stairs
FH8vgAp4VDU,10,14,741585,unverified,46,English,A man is walking down some stairs.
FH8vgAp4VDU,10,14,418656,unverified,61,English,A man stepping down slowly.
FH8vgAp4VDU,10,14,599728,unverified,1526,English,a person walking downstairs
FH8vgAp4VDU,10,14,948158,unverified,35,English,A person walks down a flight of stairs.
FH8vgAp4VDU,10,14,919506,unverified,49,English,the man going down through steps.
FH8vgAp4VDU,10,14,807741,unverified,408,English,the man is going down.
FH8vgAp4VDU,10,14,977945,unverified,249,English,Videos for Beirut - Nantes
FH8vgAp4VDU,10,14,621649,unverified,93,English,A dishevelled man walks down narrow stairs
FH8vgAp4VDU,10,14,141803,unverified,217,English,A man is climbing down the stairs.
FH8vgAp4VDU,10,14,403763,unverified,163,English,A man is coming downstairs.
FH8vgAp4VDU,10,14,169072,unverified,56,English,A man is getting down the stairs.
FH8vgAp4VDU,10,14,281652,unverified,48,English,A man is going down using steps.
FH8vgAp4VDU,10,14,394339,unverified,99,English,A man is stairing down the steps.
FH8vgAp4VDU,10,14,776761,unverified,48,English,A man is walking down a dimly lit stairwell with a sunny opening at the bottom.
FH8vgAp4VDU,10,14,373663,unverified,33,English,A man is walking down some stairs.
FH8vgAp4VDU,10,14,813710,unverified,25,English,A man is walking down some stairs.
FH8vgAp4VDU,10,14,155632,unverified,234,English,A man is walking down some stairs.
FH8vgAp4VDU,10,14,169605,unverified,22,English,A man is walking down stairs.
FH8vgAp4VDU,10,14,503851,unverified,17,English,A man is walking down stairs.
FH8vgAp4VDU,10,14,651813,unverified,11,English,A man is walking down stairs.
FH8vgAp4VDU,10,14,585381,unverified,70,English,A man is walking down steps.
FH8vgAp4VDU,10,14,346578,unverified,18,English,A man is walking down the stairs.
FH8vgAp4VDU,10,14,108687,unverified,34,English,A man is walking down the stairs.
FH8vgAp4VDU,10,14,611139,unverified,70,English,A man is walking down.
FH8vgAp4VDU,10,14,963466,unverified,1656,English,A man is walking.
FH8vgAp4VDU,10,14,947723,unverified,45,English,A man slowly walks down a staircase in a brick building.
FH8vgAp4VDU,10,14,467982,unverified,67,English,A man walking downstairs from some kind of cave.
FH8vgAp4VDU,10,14,807872,unverified,18,English,A man walks down some stairs.
FH8vgAp4VDU,10,14,279187,unverified,162,English,A man walks down stairs drowsily.
FH8vgAp4VDU,10,14,554590,unverified,39,English,A man walks down stairs.
FH8vgAp4VDU,10,14,707318,unverified,10,English,A man walks down stairs.
FH8vgAp4VDU,10,14,563584,unverified,23,English,A man walks down stairs.
FH8vgAp4VDU,10,14,990853,unverified,81,English,a person is step down.
FH8vgAp4VDU,10,14,318570,unverified,228,English,a young man is get down from the steps.
FH8vgAp4VDU,10,14,157374,unverified,98,English,A young man is walking down steps in a cavern.
FH8vgAp4VDU,10,14,268378,unverified,79,English,"A young man, who obviously just woke up, is walking down the stairs of a run-down, graffiti-covered apartment building, meeting musicians along the week."
FH8vgAp4VDU,10,14,682611,unverified,83,English,Someone is walking down some stairs.
FH8vgAp4VDU,10,14,497691,unverified,45,English,A BOY IS GETTING DOWN FORM THE STEPS
FH8vgAp4VDU,10,14,965612,unverified,56,English,the man is walking
FH8vgAp4VDU,10,14,675312,unverified,31,Russian,Парень спускается по лестнице.
FH8vgAp4VDU,10,14,733696,unverified,399,Tamil,ஒருவன் மாடிப்படிக்கட்டிலிருந்து இறங்கிகொண்டிருக்கிறான்.
FH8vgAp4VDU,10,14,181723,unverified,35,Tamil,ஒருவர் படிக்கட்டுகளில் இறங்கி செல்கிறார்
53dc4z7HLyg,25,29,588702,unverified,36,Slovene,Delfin skoči na žensko na pomolu.
53dc4z7HLyg,25,29,588702,unverified,32,Slovene,Delfin skoči na žensko na pomolu.
53dc4z7HLyg,25,29,362812,unverified,14,Macedonian,делфин на женска
53dc4z7HLyg,25,29,362812,unverified,12,Macedonian,делфин на девојка
53dc4z7HLyg,25,29,968828,unverified,48,German,Ein Delfin springt auf eine Frau.
53dc4z7HLyg,25,29,203142,unverified,19,Romanian,un delfin sta pe un om.
53dc4z7HLyg,25,29,984231,unverified,26,Romanian,Un delfin sare peste un copil.
53dc4z7HLyg,25,29,130914,unverified,20,Georgian,დელფინი ამოდის წყლიდან და ახტება გოგოს
53dc4z7HLyg,25,29,408475,unverified,20,Dutch,Een dolfijn springt op een vrouw en maakt dubieuze bewegingen.
53dc4z7HLyg,25,29,180998,unverified,26,French,Des animaux jouent.
53dc4z7HLyg,25,29,197912,unverified,21,Gujarati,ડોલ્ફિન પાણીમાંથી ભાર નીકળીને યુવતી સાથે ગેલ કરે છે
53dc4z7HLyg,25,29,280252,unverified,39,Gujarati,Chokarini upar machali chadi jay che.
53dc4z7HLyg,25,29,789493,unverified,58,Gujarati,એક યુવતી ડોલ્ફિન નામની માછલી સાથે રમી રહી છે
53dc4z7HLyg,25,29,339861,unverified,41,Hindi,एक मछली खेल रहा है.
53dc4z7HLyg,25,29,818922,unverified,82,Hindi,एक  मछली खेल रहा है.
53dc4z7HLyg,25,29,797651,unverified,31,Hindi,मची लकी के उप्पर किर गैया
53dc4z7HLyg,25,29,682611,clean,148,English,"A dolphin is lying on top of a girl on a dock and moving, while someone else is doing something with it's mouth."
53dc4z7HLyg,25,29,760882,clean,15,English,A dolphin jumps onto a girl.
53dc4z7HLyg,25,29,707318,clean,22,English,A girl is mounted by a dolphin.
53dc4z7HLyg,25,29,135621,clean,121,English,A woman is sitting on the edge of a dock and a dolphin leaps out of the water onto the dock and knocks the woman on her back.
53dc4z7HLyg,25,29,257511,clean,42,English,A dolphin is jumping up onto a woman on a pier.
53dc4z7HLyg,25,29,275759,clean,81,English,A woman is playing with a dolphin.
53dc4z7HLyg,25,29,373663,clean,88,English,A woman is hugging a dolphin.
53dc4z7HLyg,25,29,155632,clean,22,English,A dolphin is humping a girl.
53dc4z7HLyg,25,29,617730,clean,23,English,A dolphin jumps out of the water and onto a girl.
53dc4z7HLyg,25,29,772960,clean,340,English,A woman lying on her back on a platform in water is laughing as a dolphin sitting on top of her is swinging its tail fin.
53dc4z7HLyg,25,29,309959,clean,27,English,The dolphin tried to get on top of its trainer on the platform.
53dc4z7HLyg,25,29,762891,clean,46,English,The dolphin is on the woman.
53dc4z7HLyg,25,29,807872,clean,31,English,A dolphin jumps on a woman.
53dc4z7HLyg,25,29,553931,clean,25,English,The dolphine was on top of the trainer on the platform.
53dc4z7HLyg,25,29,965612,unverified,56,English,the people are playing with dinosares
53dc4z7HLyg,25,29,486133,unverified,114,English,A dolphin humping a girl.
53dc4z7HLyg,25,29,154335,unverified,307,English,the persons are playing with the dolpin
53dc4z7HLyg,25,29,741585,unverified,28,English,A dolphin is laying on top of a woman.
53dc4z7HLyg,25,29,599728,unverified,46,English,featuring a dolphin
53dc4z7HLyg,25,29,309415,unverified,36,English,a dolphin hops out of water on a boy.
53dc4z7HLyg,25,29,617730,unverified,36,English,A dolphins jumps out of the water onto a lady.
53dc4z7HLyg,25,29,776761,unverified,40,English,A dolphin jumps out of the water onto its trainer.
53dc4z7HLyg,25,29,394339,unverified,454,English,Animals are playing.
53dc4z7HLyg,25,29,309959,unverified,19,English,The dolphin tried to get on top of the trainer on the platform.
53dc4z7HLyg,25,29,130040,unverified,24,English,a dog is playing
53dc4z7HLyg,25,29,762891,unverified,14,English,The dolphin jumped onto the woman.
53dc4z7HLyg,25,29,633378,unverified,56,English,A whale is lying on a woman.
53dc4z7HLyg,25,29,865031,unverified,35,Malayalam,ഒരു ഡോള്‍ഫിന്‍ സ്ത്രീയുടെ മേല്‍ കിടക്കുന്നു
53dc4z7HLyg,25,29,400189,unverified,32,Serbian,Delfin se penje na ženu.
53dc4z7HLyg,25,29,589431,unverified,28,Serbian,Delfin iskače iz vode i leže preko devojke.
53dc4z7HLyg,25,29,767031,unverified,32,Serbian,Delfin obara ženu.
53dc4z7HLyg,25,29,649244,unverified,20,Serbian,Delfin skače na ženu
53dc4z7HLyg,25,29,733696,unverified,71,Tamil,ஒரு பெண் டால்பின் மீனை கட்டிபிடித்துகொண்டு இருக்கிறார்.
53dc4z7HLyg,25,29,950427,unverified,36,Tamil,ஒரு மீன் பெண்னீன் உடம்பு  மீது  கிடக்கிறது.
BiVJel79edY,154,168,588702,unverified,44,Slovene,Moški poje in pleše na ulici.
BiVJel79edY,154,168,968828,unverified,44,German,Ein Mann tanzt auf einem Markt.
BiVJel79edY,154,168,553067,unverified,41,Dutch,Man danst over Indiase markt.
